Reporter Name,Partner Name,Year,Trade Flow,No Of exported HS6 digit Products,No Of imported HS6 digit Products,Export Share in Total Products (%),Import Share in Total Products (%),Trade Balance (US$ Thousand),Export (US$ Thousand),Import (US$ Thousand),Import Partner Share (%),Export Partner Share (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports(US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand),No Of Tariff Agreement
China,Turkmenistan,2021,Exports & Imports,1488,41,33.83,0.93,-5015951.03,513403.91,5529354.94,0.21,0.02,6.65,0.05,154,94.16,5.84,0,0,40,0,0,52761.07,5476588.07,6.65,0.05,154,94.16,5.84,0,0,40,0,0,52761.07,5476588.07,
China,East Timor,2021,Exports & Imports,1205,15,27.4,0.34,147281.99,260433.28,113151.29,0,0.01,0,0,58,0,100,0,0,0,0,0,0,113146.52,4.49,0.15,58,39.66,60.34,0,0,15,0,0,2109.94,111036.58,1
China,Tonga,2021,Exports & Imports,916,6,20.83,0.14,53610.16,53651.6,41.44,0,0,10.69,9.58,17,70.59,29.41,0,0,40,0,0,39.35,1.1,10.69,9.58,17,70.59,29.41,0,0,40,0,0,39.35,1.1,
China,Trinidad and Tobago,2021,Exports & Imports,1735,27,39.45,0.61,-210931.9,424604.5,635536.39,0.02,0.01,4.19,2.02,100,61,39,0,0,10,0,0,238778.49,396717.11,4.19,2.02,100,61,39,0,0,10,0,0,238778.49,396717.11,
China,Tunisia,2021,Exports & Imports,2221,626,50.5,14.26,1582910.98,1865634.73,282723.75,0.01,0.06,6.58,4.98,1864,86.37,13.63,0,0,38,0,0,233499.99,47715.46,6.58,4.98,1864,86.37,13.63,0,0,38,0,0,233499.99,47715.46,
China,Turkey,2021,Exports & Imports,3278,1897,74.53,43.2,24104375.75,29153869.14,5049493.39,0.19,0.87,6.89,4.24,4809,89,10.71,0.08,0.21,57,0,23.48,3797902.78,1228100.75,6.89,4.24,4809,89,10.71,0.08,0.21,57,0,23.48,3797902.78,1228100.75,
China,Tuvalu,2021,Exports & Imports,345,4,7.84,0.09,46387.03,46425.1,38.07,0,0,2.83,0.47,11,63.64,36.36,0,0,8,0,0,37.15,0.85,2.83,0.47,11,63.64,36.36,0,0,8,0,0,37.15,0.85,
China,Tanzania,2021,Exports & Imports,2553,145,58.05,3.3,5532423.71,6137117.3,604693.59,0.02,0.18,6.45,3.25,537,76.72,23.28,0,0,40,0,0,560491.55,28715.75,6.45,3.25,537,76.72,23.28,0,0,40,0,0,560491.55,28715.75,
China,Uganda,2021,Exports & Imports,1923,75,43.72,1.71,979054.1,1022951.43,43897.33,0,0.03,6.56,7.28,338,82.25,17.75,0,0,20,0,0,41839.67,1768.02,6.56,7.28,338,82.25,17.75,0,0,20,0,0,41839.67,1768.02,
China,Ukraine,2021,Exports & Imports,2957,913,67.24,20.79,-436816.72,9404593.76,9841410.48,0.37,0.28,6.68,10.07,3205,87.49,12.32,0.12,0.06,337.16,0,3.71,5936784.15,3694845.6,6.68,10.07,3205,87.49,12.32,0.12,0.06,337.16,0,3.71,5936784.15,3694845.6,
China,Unspecified,2021,Exports & Imports,355,825,8.07,18.79,-2037721.2,23404.29,2061125.49,0.08,0,6.42,1.26,2377,84.27,15.57,0.17,0,50,0,238.12,155718.87,320867.02,6.42,1.26,2377,84.27,15.57,0.17,0,50,0,238.12,155718.87,320867.02,
China,Uruguay,2021,Exports & Imports,2427,167,55.18,3.8,-765442.65,2858028.1,3623470.75,0.14,0.09,7.41,7.99,540,85.74,14.26,0,0,38,0,0,2636739.94,640179.28,7.41,7.99,540,85.74,14.26,0,0,38,0,0,2636739.94,640179.28,
China,United States,2021,Exports & Imports,3856,3741,87.68,85.2,396153567.7,577125499.9,180971932.2,6.74,17.16,7.21,5.65,9398,88.37,11.19,0.15,0.29,337.16,0,159737.51,140639248.3,32929920.95,7.21,5.65,9398,88.37,11.19,0.15,0.29,337.16,0,159737.51,140639248.3,32929920.95,
China,Uzbekistan,2021,Exports & Imports,2765,240,62.87,5.47,4341087.39,5882075.27,1540987.88,0.06,0.17,7.04,4.19,685,88.91,11.09,0,0,50,0,0,1309634.26,231239.69,7.04,4.19,685,88.91,11.09,0,0,50,0,0,1309634.26,231239.69,
China,Holy See,2021,Exports & Imports,76,5,1.73,0.11,1839.77,1839.95,0.19,0,0,5.38,9.5,10,40,60,0,0,15,0,0,0.1,0.01,5.38,9.5,10,40,60,0,0,15,0,0,0.1,0.01,
China,St. Vincent and the Grenadines,2021,Exports & Imports,544,4,12.37,0.09,32883.74,32885.9,2.16,0,0,4.12,5.46,15,93.33,6.67,0,0,6,0,0,1.16,0,4.12,5.46,15,93.33,6.67,0,0,6,0,0,1.16,0,
China,Venezuela,2021,Exports & Imports,2077,59,47.23,1.34,1188091.4,2185884.54,997793.14,0.04,0.07,4.42,2.2,232,59.48,40.52,0,0,22,0,0,560290.21,436420.4,4.42,2.2,232,59.48,40.52,0,0,22,0,0,560290.21,436420.4,
China,British Virgin Islands,2021,Exports & Imports,197,19,4.48,0.43,19655.76,19783.35,127.6,0,0,5.19,1.29,65,92.31,7.69,0,0,12,0,0,45.99,80.2,5.19,1.29,65,92.31,7.69,0,0,12,0,0,45.99,80.2,
China,Vietnam,2021,Exports & Imports,3786,2210,86.08,50.33,45588903.41,137904870.4,92315966.96,3.44,4.1,0.36,0.19,5850,5.11,94.89,0,0,50,0,0,2395719.9,82899044.92,6.98,2.64,5850,87.26,12.67,0.07,0,65,0,52969.4,52874788.37,32419976.45,1
China,Vanuatu,2021,Exports & Imports,1125,14,25.58,0.32,75813.48,87643.25,11829.78,0,0,5.83,2.34,96,58.33,41.67,0,0,20,0,0,1440,2328.1,5.83,2.34,96,58.33,41.67,0,0,20,0,0,1440,2328.1,
China, World,2021,Exports & Imports,4398,4391,100,100,677938934.9,3362301613,2684362679,100,100,5.31,2.31,334414,69.06,30.81,0.07,0.06,337.16,0,2142511.24,1307238210,1304744310,7.49,3.08,11420,88.98,10.63,0,0.01,337.16,0,2670728.55,1633703998,978278522.7,25
China,Wallis and Futura Isl.,2021,Exports & Imports,190,7,4.32,0.16,2413.27,2428.03,14.75,0,0,2.87,1.19,15,66.67,33.33,0,0,8,0,0,14.17,0.35,2.87,1.19,15,66.67,33.33,0,0,8,0,0,14.17,0.35,
China,Samoa,2021,Exports & Imports,1078,30,24.51,0.68,101627.51,102270.77,643.26,0,0,7.88,3.02,121,74.38,25.62,0,0,40,0,0,405.72,234.21,7.88,3.02,121,74.38,25.62,0,0,40,0,0,405.72,234.21,
China,Yemen,2021,Exports & Imports,1931,14,43.91,0.32,2099301.57,2570114.13,470812.56,0.02,0.08,2.87,0.02,35,77.14,22.86,0,0,10,0,0,6563.94,464216.53,2.87,0.02,35,77.14,22.86,0,0,10,0,0,6563.94,464216.53,
China,South Africa,2021,Exports & Imports,3205,962,72.87,21.91,-11858672.5,21115297.29,32973969.8,1.23,0.63,6.61,1.32,2720,83.24,16.76,0,0,65,0,0,9938367.93,22889292.84,6.61,1.32,2720,83.24,16.76,0,0,65,0,0,9938367.93,22889292.84,
China,"Congo, Dem. Rep.",2021,Exports & Imports,2230,50,50.7,1.14,-8914339.55,2756859.96,11671199.52,0.43,0.08,4.44,2.53,196,53.06,46.94,0,0,24,0,0,10269808.54,1401294.09,4.44,2.53,196,53.06,46.94,0,0,24,0,0,10269808.54,1401294.09,
China,Zambia,2021,Exports & Imports,1853,103,42.13,2.35,-3604397.31,780854.13,4385251.43,0.16,0.02,4.57,1.99,339,65.49,34.51,0,0,40,0,0,4110455.42,263077.62,4.57,1.99,339,65.49,34.51,0,0,40,0,0,4110455.42,263077.62,
China,Zimbabwe,2021,Exports & Imports,1795,100,40.81,2.28,-40114.18,920006.4,960120.58,0.04,0.03,7.28,6.5,272,86.76,13.24,0,0,57,0,0,725699.28,234306.74,7.28,6.5,272,86.76,13.24,0,0,57,0,0,725699.28,234306.74,
